Название документа,Автор,Дата создания,Шрифт,Размер шрифта,Верхнее поле (см),Нижнее поле (см),Левое поле (см),Правое поле (см),Межстрочный интервал,Отступ абзаца (см),Наличие колонтитулов,Наличие нумерации страниц,Наличие титульного листа,Верно ли оформлены заголовки,Есть ли содержание с правильными отступами,Верно ли оформлены ссылки,Верно ли оформлены таблицы,Верно ли оформлены рисунки,Соответствует ли оформление списков,Правильно ли оформлены приложения,Верно ли указаны реквизиты документа,Соответствует ГОСТ
Подготовка и предварительная обработка данных предметной области для модели распознавания вариант 440,Цветков Ульян Иосифович,24.06.2021,Times New Roman,14,2.0,2.0,3.0,1.0,1.5,1.25,True,False,True,True,True,False,False,True,True,True,True,False
Подготовка и предварительная обработка данных предметной области для модели распознавания вариант 441,Пимен Филимонович Бобылев,10.05.2024,Times New Roman,14,2.5,2.0,4.0,1.0,1.5,1.25,True,True,True,True,True,True,False,False,False,True,True,False
Подготовка и предварительная обработка данных предметной области для модели распознавания вариант 442,Карп Арсеньевич Доронин,30.12.2021,Verdana,14,2.5,1.5,3.0,1.0,1.5,1.25,True,True,True,False,True,False,True,False,False,False,True,False
Подготовка и предварительная обработка данных предметной области для модели распознавания вариант 443,Кузнецов Пантелеймон Ермилович,03.02.2025,Times New Roman,14,2.0,2.5,3.0,1.5,1.5,1.25,True,True,True,True,True,True,False,True,True,True,True,False
Подготовка и предварительная обработка данных предметной области для модели распознавания вариант 444,Виктория Афанасьевна Ермакова,17.03.2024,Times New Roman,14,2.0,2.0,3.0,1.0,1.5,1.25,True,True,True,True,True,False,False,True,True,False,False,False
Подготовка и предварительная обработка данных предметной области для модели распознавания вариант 445,Шарапова Пелагея Артемовна,10.12.2022,Times New Roman,14,2.0,2.0,3.0,1.0,1.5,1.25,True,True,True,True,True,True,True,False,False,True,True,False
Подготовка и предварительная обработка данных предметной области для модели распознавания вариант 446,Лебедева Раиса Валериевна,18.06.2021,Times New Roman,14,2.0,2.0,3.0,1.0,0.8,1.25,True,True,True,False,True,True,True,True,True,True,True,False
Подготовка и предварительная обработка данных предметной области для модели распознавания вариант 447,Макарова Василиса Натановна,23.03.2022,Times New Roman,14,2.0,2.0,4.0,1.0,1.5,1.25,True,True,True,True,False,False,True,False,True,True,False,False
Подготовка и предварительная обработка данных предметной области для модели распознавания вариант 448,Александрова София Эльдаровна,31.08.2023,Times New Roman,12,2.0,2.5,3.0,1.0,2.0,1.25,True,True,True,True,False,True,False,True,True,True,True,False
Подготовка и предварительная обработка данных предметной области для модели распознавания вариант 449,Стоян Игнатович Власов,27.02.2024,Calibri,13,2.5,2.0,2.5,1.0,1.5,2.0,False,True,True,False,True,True,False,True,True,True,True,False
Подготовка и предварительная обработка данных предметной области для модели распознавания вариант 450,Яковлева Евгения Никифоровна,24.05.2022,Verdana,14,2.5,1.5,3.0,1.0,1.5,2.0,True,True,True,True,False,True,True,True,False,True,True,False
Подготовка и предварительная обработка данных предметной области для модели распознавания вариант 451,Жукова Елена Кузьминична,03.06.2024,Times New Roman,12,2.0,2.0,4.0,1.5,1.0,1.25,True,True,True,False,True,False,True,True,True,False,False,False
Подготовка и предварительная обработка данных предметной области для модели распознавания вариант 452,г-н Сысоев Ярослав Анисимович,29.01.2022,Calibri,14,2.5,2.0,3.0,1.0,0.8,1.0,True,True,True,True,True,False,False,True,True,True,True,False
Подготовка и предварительная обработка данных предметной области для модели распознавания вариант 453,Кудряшова Акулина Никифоровна,24.07.2022,Times New Roman,14,2.5,1.5,3.0,1.0,1.5,2.0,True,True,True,True,True,True,True,True,True,True,True,True
Подготовка и предварительная обработка данных предметной области для модели распознавания вариант 454,Воробьева Вероника Александровна,30.05.2022,Verdana,14,2.0,2.5,3.0,1.0,1.5,1.0,True,True,True,True,False,False,False,True,True,True,True,False
Подготовка и предварительная обработка данных предметной области для модели распознавания вариант 455,Аггей Алексеевич Лыткин,17.05.2023,Calibri,14,2.0,2.0,3.0,1.0,1.0,1.5,False,False,True,False,True,False,True,True,False,True,True,False
Подготовка и предварительная обработка данных предметной области для модели распознавания вариант 456,Леонид Федосеевич Емельянов,21.07.2023,Times New Roman,14,2.0,2.0,3.0,1.5,2.0,1.25,True,True,False,True,True,True,True,False,False,True,True,False
Подготовка и предварительная обработка данных предметной области для модели распознавания вариант 457,Муравьев Мина Владленович,28.11.2022,Calibri,16,2.0,2.0,3.0,1.0,1.5,1.25,True,True,True,True,True,True,False,True,True,True,False,False
Подготовка и предварительная обработка данных предметной области для модели распознавания вариант 458,Цветков Владлен Андреевич,06.11.2024,Times New Roman,12,2.0,2.0,3.0,1.5,1.5,1.0,True,True,False,False,False,True,True,True,True,True,False,False
Подготовка и предварительная обработка данных предметной области для модели распознавания вариант 459,Ульяна Оскаровна Жукова,21.01.2023,Calibri,14,2.5,2.0,2.5,1.0,1.5,1.25,True,True,True,True,True,False,True,True,True,True,True,False
Подготовка и предварительная обработка данных предметной области для модели распознавания вариант 460,Александра Евгеньевна Котова,08.12.2024,Times New Roman,14,2.0,2.0,3.0,1.5,1.5,1.25,True,True,True,True,False,True,True,True,True,True,True,False
Подготовка и предварительная обработка данных предметной области для модели распознавания вариант 461,Добромысл Егорович Медведев,09.06.2024,Times New Roman,14,2.5,2.5,3.0,1.0,1.5,1.25,True,True,True,True,True,True,True,True,False,False,True,False
Подготовка и предварительная обработка данных предметной области для модели распознавания вариант 462,Трофимова Прасковья Матвеевна,30.06.2021,Times New Roman,14,2.0,2.0,3.0,1.0,1.5,1.25,False,True,True,True,True,True,False,True,False,False,True,False
Подготовка и предварительная обработка данных предметной области для модели распознавания вариант 463,Руслан Иларионович Денисов,03.08.2023,Times New Roman,13,2.0,2.0,3.0,1.0,1.0,1.25,True,True,True,False,True,True,True,False,True,False,True,False
Подготовка и предварительная обработка данных предметной области для модели распознавания вариант 464,Октябрина Константиновна Коновалова,09.04.2023,Times New Roman,16,2.0,2.0,3.0,1.0,0.8,1.25,True,True,True,True,False,False,True,False,True,True,False,False
Подготовка и предварительная обработка данных предметной области для модели распознавания вариант 465,Анисимова Раиса Вячеславовна,22.09.2022,Calibri,14,2.5,2.5,3.0,1.0,1.5,1.25,True,True,True,True,True,True,False,True,False,False,True,False
Подготовка и предварительная обработка данных предметной области для модели распознавания вариант 466,Чернов Григорий Вилорович,06.06.2021,Times New Roman,14,2.0,2.5,3.0,1.0,1.5,1.25,True,True,True,True,True,True,True,True,True,True,True,True
Подготовка и предварительная обработка данных предметной области для модели распознавания вариант 467,Суханов Святослав Феоктистович,24.06.2023,Verdana,14,2.0,2.0,3.0,1.0,1.5,2.0,True,True,True,False,True,False,True,True,True,True,False,False
Подготовка и предварительная обработка данных предметной области для модели распознавания вариант 468,Денисова Антонина Федоровна,21.03.2023,Times New Roman,14,2.0,2.0,2.5,1.0,1.5,1.25,True,True,True,True,False,False,True,True,True,True,True,False
Подготовка и предварительная обработка данных предметной области для модели распознавания вариант 469,Ефимов Милан Анисимович,15.10.2021,Times New Roman,16,1.5,2.0,3.0,1.0,1.5,1.25,True,True,False,True,True,True,True,False,True,True,False,False
Подготовка и предварительная обработка данных предметной области для модели распознавания вариант 470,Наина Вениаминовна Чернова,19.11.2021,Times New Roman,14,2.0,2.0,4.0,1.0,1.5,1.25,False,True,True,True,True,True,True,False,True,False,False,False
Подготовка и предварительная обработка данных предметной области для модели распознавания вариант 471,Климент Антипович Белоусов,19.09.2024,Times New Roman,14,2.0,2.0,3.0,1.0,0.8,1.25,True,True,True,True,False,True,True,False,False,True,True,False
Подготовка и предварительная обработка данных предметной области для модели распознавания вариант 472,Гремислав Аверьянович Нестеров,22.06.2022,Calibri,14,2.5,2.5,3.0,1.0,1.5,1.25,True,False,False,False,False,True,False,True,True,True,True,False
Подготовка и предварительная обработка данных предметной области для модели распознавания вариант 473,Будимир Бориславович Журавлев,28.03.2024,Calibri,14,2.0,2.0,3.0,1.5,2.0,1.25,True,False,True,False,False,True,True,False,False,True,True,False
Подготовка и предварительная обработка данных предметной области для модели распознавания вариант 474,Пантелеймон Брониславович Стрелков,07.04.2023,Times New Roman,14,2.0,2.0,3.0,1.5,2.0,1.25,True,True,True,True,True,True,True,True,True,False,False,False
Подготовка и предварительная обработка данных предметной области для модели распознавания вариант 475,Мишина Ия Робертовна,22.12.2024,Times New Roman,14,2.0,1.5,3.0,1.0,1.5,1.25,True,True,True,True,True,True,False,False,False,False,True,False
Подготовка и предварительная обработка данных предметной области для модели распознавания вариант 476,Артемьева Агата Леонидовна,28.06.2023,Times New Roman,14,2.0,2.0,3.0,1.5,1.5,1.0,True,True,True,False,True,False,False,True,False,True,True,False
Подготовка и предварительная обработка данных предметной области для модели распознавания вариант 477,Давыд Дорофеевич Герасимов,19.02.2023,Verdana,14,1.5,2.0,2.5,1.0,1.0,1.25,True,True,True,False,False,True,False,True,True,True,True,False
Подготовка и предварительная обработка данных предметной области для модели распознавания вариант 478,Федотов Феликс Ерофеевич,11.04.2025,Times New Roman,14,2.0,2.0,3.0,1.0,1.0,1.25,True,True,True,False,False,False,True,True,False,False,False,False
Подготовка и предварительная обработка данных предметной области для модели распознавания вариант 479,Дроздов Фадей Изотович,07.11.2021,Calibri,14,1.5,2.5,3.0,1.0,1.0,1.25,True,True,True,True,True,True,True,True,True,False,False,False
Подготовка и предварительная обработка данных предметной области для модели распознавания вариант 480,Лев Давыдович Котов,26.08.2024,Times New Roman,12,2.0,2.0,3.0,1.0,1.0,1.25,True,True,True,False,False,True,True,True,False,True,True,False
Подготовка и предварительная обработка данных предметной области для модели распознавания вариант 481,Капитон Елисеевич Кудрявцев,11.05.2022,Calibri,14,2.0,2.0,3.0,1.5,1.0,1.25,True,True,True,True,False,True,True,True,False,True,False,False
Подготовка и предварительная обработка данных предметной области для модели распознавания вариант 482,Кудряшова Дарья Рубеновна,29.10.2023,Times New Roman,14,2.0,2.0,3.0,1.0,1.5,1.25,True,True,True,False,True,False,True,False,True,True,False,False
Подготовка и предварительная обработка данных предметной области для модели распознавания вариант 483,Муравьев Ипполит Феодосьевич,01.05.2024,Times New Roman,13,2.0,2.0,3.0,1.5,1.5,1.5,True,True,True,False,True,True,True,True,False,True,True,False
Подготовка и предварительная обработка данных предметной области для модели распознавания вариант 484,Екатерина Валериевна Кириллова,30.10.2023,Times New Roman,14,2.0,2.0,3.0,1.5,1.5,1.25,True,True,True,False,True,False,True,True,True,True,False,False
Подготовка и предварительная обработка данных предметной области для модели распознавания вариант 485,Мстислав Филимонович Беспалов,23.11.2023,Times New Roman,14,2.0,2.0,3.0,1.0,1.5,1.25,False,True,True,True,False,True,False,True,True,False,True,False
Подготовка и предварительная обработка данных предметной области для модели распознавания вариант 486,Бронислав Филиппович Дорофеев,12.01.2023,Times New Roman,14,2.0,2.0,3.0,1.0,1.5,1.25,False,False,True,True,True,True,True,True,True,True,True,True
Подготовка и предварительная обработка данных предметной области для модели распознавания вариант 487,Лука Георгиевич Юдин,11.08.2022,Arial,14,2.0,2.0,3.0,1.0,1.5,1.25,True,False,True,True,True,True,False,True,True,True,True,False
Подготовка и предварительная обработка данных предметной области для модели распознавания вариант 488,Хохлова Ульяна Евгеньевна,07.03.2024,Times New Roman,14,2.0,2.0,3.0,1.0,1.5,1.25,True,False,True,True,True,False,True,False,True,True,False,False
Подготовка и предварительная обработка данных предметной области для модели распознавания вариант 489,Алина Дмитриевна Носова,15.07.2023,Calibri,14,2.0,2.0,3.0,1.0,1.5,2.0,False,False,True,True,False,True,True,True,False,True,False,False
Подготовка и предварительная обработка данных предметной области для модели распознавания вариант 490,Воронцов Андрон Фролович,14.06.2021,Times New Roman,14,2.0,2.0,2.5,1.5,1.5,1.25,True,True,True,False,False,True,True,True,False,True,True,False
Подготовка и предварительная обработка данных предметной области для модели распознавания вариант 491,Феврония Игоревна Титова,28.04.2024,Times New Roman,16,1.5,2.0,3.0,1.0,0.8,2.0,True,True,True,True,True,True,True,True,True,True,True,False
Подготовка и предварительная обработка данных предметной области для модели распознавания вариант 492,Ксения Романовна Матвеева,18.04.2023,Times New Roman,16,2.0,2.0,3.0,1.0,1.5,1.25,True,True,True,True,True,True,True,False,True,False,True,False
Подготовка и предварительная обработка данных предметной области для модели распознавания вариант 493,Елизавета Андреевна Федотова,30.10.2021,Times New Roman,14,2.5,2.0,3.0,1.0,1.5,1.25,True,True,False,True,True,True,True,True,False,False,True,False
Подготовка и предварительная обработка данных предметной области для модели распознавания вариант 494,Крылова Феврония Рудольфовна,27.05.2023,Times New Roman,14,2.0,1.5,3.0,1.0,1.0,1.25,True,True,True,True,True,True,False,True,True,True,False,False
Подготовка и предварительная обработка данных предметной области для модели распознавания вариант 495,Давыдов Нифонт Александрович,21.11.2021,Times New Roman,14,2.0,2.0,3.0,1.0,1.5,1.25,True,True,True,True,True,True,True,True,True,True,False,True
Подготовка и предварительная обработка данных предметной области для модели распознавания вариант 496,Соболева Агафья Святославовна,22.05.2022,Times New Roman,14,2.0,2.0,3.0,1.0,1.5,2.0,True,True,True,True,True,True,True,False,True,True,True,True
Подготовка и предварительная обработка данных предметной области для модели распознавания вариант 497,Антонина Леоновна Тарасова,10.04.2022,Times New Roman,14,2.0,2.0,3.0,1.0,1.5,1.25,True,True,False,True,True,True,False,True,True,True,True,True
Подготовка и предварительная обработка данных предметной области для модели распознавания вариант 498,Хохлов Фока Эдгарович,13.10.2023,Arial,14,2.0,2.5,3.0,1.0,1.5,1.5,True,True,True,True,True,True,True,True,False,True,True,False
Подготовка и предварительная обработка данных предметной области для модели распознавания вариант 499,Исай Иларионович Александров,18.07.2024,Calibri,14,2.0,2.0,4.0,1.0,1.5,1.25,True,True,False,True,True,True,False,True,True,False,True,False
Подготовка и предварительная обработка данных предметной области для модели распознавания вариант 500,Новиков Назар Эдуардович,09.01.2024,Times New Roman,13,2.0,2.0,3.0,1.0,1.5,1.25,True,True,True,False,False,False,True,True,False,False,False,False
Подготовка и предварительная обработка данных предметной области для модели распознавания вариант 501,Пестова Зинаида Богдановна,25.03.2024,Times New Roman,16,2.0,2.0,3.0,1.5,1.5,1.25,True,True,True,True,True,True,True,True,True,False,True,False
Подготовка и предварительная обработка данных предметной области для модели распознавания вариант 502,Никифоров Тарас Брониславович,15.01.2024,Times New Roman,12,2.0,2.0,3.0,1.0,1.5,1.0,True,True,True,True,True,True,False,False,True,True,False,False
Подготовка и предварительная обработка данных предметной области для модели распознавания вариант 503,Гордеев Аскольд Юлианович,03.02.2025,Times New Roman,14,2.0,2.5,3.0,1.0,0.8,1.25,True,True,True,False,False,True,True,True,True,True,True,False
Подготовка и предварительная обработка данных предметной области для модели распознавания вариант 504,Эмиль Федотович Гордеев,23.09.2022,Arial,14,2.0,2.5,4.0,1.5,1.5,1.25,True,True,True,True,False,True,False,True,True,True,True,False
Подготовка и предварительная обработка данных предметной области для модели распознавания вариант 505,Котов Селиверст Арсенович,13.07.2022,Verdana,14,2.0,2.5,3.0,1.0,1.5,1.25,True,True,True,True,True,True,True,True,False,False,True,False
Подготовка и предварительная обработка данных предметной области для модели распознавания вариант 506,Смирнов Христофор Ануфриевич,25.02.2025,Times New Roman,14,2.0,2.0,3.0,1.0,1.5,2.0,True,True,False,True,False,True,False,True,True,True,True,False
Подготовка и предварительная обработка данных предметной области для модели распознавания вариант 507,Конон Трофимович Комаров,19.05.2024,Verdana,14,2.0,2.0,3.0,1.5,2.0,1.25,True,False,True,True,True,True,False,True,True,False,False,False
Подготовка и предварительная обработка данных предметной области для модели распознавания вариант 508,Кузнецов Иларион Аверьянович,31.01.2024,Times New Roman,12,2.0,2.0,3.0,1.0,1.5,1.25,True,False,False,True,False,True,True,True,False,True,True,False
Подготовка и предварительная обработка данных предметной области для модели распознавания вариант 509,Мартынов Иларион Филиппович,14.11.2023,Times New Roman,14,2.0,2.0,3.0,1.0,1.5,1.25,True,True,False,True,True,False,True,True,True,True,False,False
Подготовка и предварительная обработка данных предметной области для модели распознавания вариант 510,Радован Вячеславович Симонов,24.10.2023,Times New Roman,14,1.5,2.0,3.0,1.0,1.5,1.0,False,True,True,False,False,True,True,True,True,True,True,False
Подготовка и предварительная обработка данных предметной области для модели распознавания вариант 511,Комаров Иосиф Егорович,01.05.2022,Times New Roman,12,2.0,1.5,3.0,1.5,0.8,1.25,True,True,True,True,False,False,True,True,False,False,True,False
Подготовка и предварительная обработка данных предметной области для модели распознавания вариант 512,Ладислав Игнатьевич Матвеев,19.06.2022,Times New Roman,14,2.0,2.5,3.0,1.0,1.5,2.0,False,True,True,True,False,True,True,True,False,True,True,False
Подготовка и предварительная обработка данных предметной области для модели распознавания вариант 513,Ермаков Ерофей Бориславович,30.06.2022,Times New Roman,14,2.0,1.5,2.5,1.0,1.5,1.0,False,True,True,False,True,False,False,True,True,True,True,False
Подготовка и предварительная обработка данных предметной области для модели распознавания вариант 514,Порфирий Исидорович Дьячков,27.01.2024,Times New Roman,14,2.0,2.0,2.5,1.0,1.5,1.25,True,True,False,True,True,True,False,True,True,True,True,False
Подготовка и предварительная обработка данных предметной области для модели распознавания вариант 515,Лидия Кирилловна Шилова,02.07.2024,Times New Roman,14,2.0,2.5,3.0,1.0,1.5,1.25,True,True,True,False,False,True,True,False,False,True,True,False
Подготовка и предварительная обработка данных предметной области для модели распознавания вариант 516,Мамонтова Галина Станиславовна,26.02.2023,Times New Roman,14,2.0,2.0,2.5,1.0,1.5,1.25,False,True,True,True,False,False,True,False,False,False,True,False
Подготовка и предварительная обработка данных предметной области для модели распознавания вариант 517,тов. Меркушев Олег Адамович,16.11.2023,Times New Roman,14,2.0,2.0,3.0,1.0,1.5,2.0,True,True,True,True,False,True,True,False,True,True,True,False
Подготовка и предварительная обработка данных предметной области для модели распознавания вариант 518,Буров Каллистрат Валентинович,19.05.2025,Calibri,16,2.0,2.0,3.0,1.0,1.5,1.25,True,True,True,True,False,True,True,True,True,True,True,False
Подготовка и предварительная обработка данных предметной области для модели распознавания вариант 519,Гаврилова Василиса Олеговна,10.07.2023,Times New Roman,14,2.0,1.5,4.0,1.0,1.5,1.25,False,False,True,True,True,True,True,True,True,True,True,False
Подготовка и предварительная обработка данных предметной области для модели распознавания вариант 520,Гуляев Вацлав Давыдович,25.11.2023,Times New Roman,14,2.0,2.0,3.0,1.0,1.5,1.25,True,True,True,False,True,True,True,False,True,True,True,False
Подготовка и предварительная обработка данных предметной области для модели распознавания вариант 521,Шашкова Кира Руслановна,17.04.2024,Times New Roman,14,2.5,2.5,3.0,1.0,1.5,1.25,True,True,True,True,False,True,True,True,True,True,True,True
Подготовка и предварительная обработка данных предметной области для модели распознавания вариант 522,Нестерова Фёкла Ефимовна,27.03.2022,Times New Roman,14,2.0,2.0,2.5,1.0,1.5,1.25,True,True,True,True,True,False,True,False,False,False,True,False
Подготовка и предварительная обработка данных предметной области для модели распознавания вариант 523,Пахомова Виктория Натановна,22.09.2021,Times New Roman,14,2.0,2.0,3.0,1.0,1.5,1.0,False,True,True,False,True,True,False,True,True,True,True,False
Подготовка и предварительная обработка данных предметной области для модели распознавания вариант 524,Прохорова Зинаида Андреевна,20.05.2022,Times New Roman,13,2.0,2.0,2.5,1.0,1.5,1.25,True,True,True,True,False,True,True,True,True,True,False,False
Подготовка и предварительная обработка данных предметной области для модели распознавания вариант 525,Елизар Ефремович Шаров,17.05.2025,Times New Roman,14,1.5,2.0,3.0,1.0,1.5,1.25,True,True,True,True,False,True,True,True,True,True,True,True
Подготовка и предварительная обработка данных предметной области для модели распознавания вариант 526,Лобанова Пелагея Михайловна,08.09.2024,Times New Roman,14,2.0,2.0,3.0,1.0,1.5,1.25,True,True,True,True,True,False,True,True,True,True,True,True
Подготовка и предварительная обработка данных предметной области для модели распознавания вариант 527,Шестаков Феоктист Всеволодович,29.10.2021,Times New Roman,13,2.0,2.0,3.0,1.0,1.5,1.25,False,True,True,False,False,False,False,True,True,True,False,False
Подготовка и предварительная обработка данных предметной области для модели распознавания вариант 528,Миронов Стоян Глебович,17.01.2023,Times New Roman,14,2.0,2.0,3.0,1.0,1.5,1.25,True,True,False,True,True,True,False,False,True,True,True,False
Подготовка и предварительная обработка данных предметной области для модели распознавания вариант 529,Комиссаров Гремислав Валерианович,28.02.2024,Times New Roman,14,1.5,1.5,3.0,1.0,0.8,1.25,True,True,True,False,True,False,False,True,False,True,False,False
Подготовка и предварительная обработка данных предметной области для модели распознавания вариант 530,София Макаровна Якушева,26.10.2022,Verdana,14,2.0,2.0,3.0,1.0,1.5,1.25,True,True,False,True,True,True,True,True,True,False,False,False
Подготовка и предварительная обработка данных предметной области для модели распознавания вариант 531,Милан Арсеньевич Фомичев,19.04.2025,Calibri,14,2.0,2.0,3.0,1.0,0.8,1.25,True,False,False,True,True,True,True,True,True,True,False,False
Подготовка и предварительная обработка данных предметной области для модели распознавания вариант 532,Моисей Харитонович Горшков,15.11.2024,Verdana,14,2.0,2.5,3.0,1.0,1.5,1.25,True,True,True,True,False,True,False,True,False,True,True,False
Подготовка и предварительная обработка данных предметной области для модели распознавания вариант 533,Ананий Егорович Афанасьев,26.08.2023,Times New Roman,12,2.0,2.0,3.0,1.0,2.0,1.25,True,False,True,True,True,False,True,True,False,True,False,False
Подготовка и предварительная обработка данных предметной области для модели распознавания вариант 534,Панов Тимофей Дмитриевич,03.07.2021,Verdana,14,2.0,2.0,4.0,1.0,1.5,1.25,True,True,True,True,False,True,True,False,True,True,True,False
Подготовка и предварительная обработка данных предметной области для модели распознавания вариант 535,Симонова Фёкла Кузьминична,15.09.2024,Times New Roman,16,2.0,2.0,3.0,1.0,1.5,1.5,False,True,True,True,True,True,False,True,True,True,True,False
Подготовка и предварительная обработка данных предметной области для модели распознавания вариант 536,Алексеев Амос Фролович,23.10.2022,Times New Roman,14,2.0,2.0,3.0,1.0,1.5,1.25,False,True,True,True,True,True,True,False,False,False,False,False
Подготовка и предварительная обработка данных предметной области для модели распознавания вариант 537,Корнил Александрович Гурьев,04.02.2025,Verdana,14,1.5,2.0,3.0,1.0,1.5,1.0,True,True,False,True,False,True,True,True,True,False,True,False
Подготовка и предварительная обработка данных предметной области для модели распознавания вариант 538,Фортунат Артурович Гаврилов,02.02.2022,Calibri,14,1.5,2.0,3.0,1.0,1.5,1.25,True,True,True,False,True,False,False,False,True,True,True,False
Подготовка и предварительная обработка данных предметной области для модели распознавания вариант 539,г-н Соловьев Зиновий Юлианович,09.12.2022,Times New Roman,14,2.0,2.5,3.0,1.0,1.5,1.25,True,True,True,False,True,False,True,True,True,True,False,False
Подготовка и предварительная обработка данных предметной области для модели распознавания вариант 540,Сидоров Мирослав Харламович,07.02.2025,Times New Roman,14,1.5,2.0,4.0,1.0,1.5,1.25,True,True,True,True,True,False,False,False,False,True,True,False
Подготовка и предварительная обработка данных предметной области для модели распознавания вариант 541,Надежда Ефимовна Муравьева,14.12.2022,Times New Roman,13,2.0,2.0,3.0,1.5,1.5,1.25,True,True,True,True,True,False,True,True,True,True,True,False
Подготовка и предварительная обработка данных предметной области для модели распознавания вариант 542,Горшкова Галина Игоревна,28.11.2021,Times New Roman,12,1.5,2.0,3.0,1.0,1.5,1.25,False,True,True,True,True,True,True,True,True,True,True,False
Подготовка и предварительная обработка данных предметной области для модели распознавания вариант 543,Борисова Раиса Робертовна,26.11.2023,Calibri,13,2.0,2.0,3.0,1.0,1.5,1.25,True,False,True,False,False,True,True,True,False,True,True,False
Подготовка и предварительная обработка данных предметной области для модели распознавания вариант 544,Фомичев Порфирий Антонович,15.12.2023,Times New Roman,14,2.0,2.0,2.5,1.0,1.0,1.25,True,True,True,True,False,True,False,True,False,True,True,False
Подготовка и предварительная обработка данных предметной области для модели распознавания вариант 545,Архипов Чеслав Глебович,25.04.2023,Times New Roman,14,2.0,2.0,2.5,1.0,1.5,1.25,False,True,True,True,False,False,True,True,True,False,False,False
Подготовка и предварительная обработка данных предметной области для модели распознавания вариант 546,Ильин Андроник Григорьевич,09.02.2024,Times New Roman,14,1.5,2.0,3.0,1.0,1.5,1.25,True,True,True,True,True,True,True,True,True,False,True,True
Подготовка и предварительная обработка данных предметной области для модели распознавания вариант 547,Бобылева Евфросиния Владимировна,31.01.2024,Times New Roman,14,2.0,2.0,3.0,1.0,1.5,1.25,True,True,False,True,True,True,False,True,False,True,True,False
Подготовка и предварительная обработка данных предметной области для модели распознавания вариант 548,г-жа Максимова Евгения Федоровна,18.03.2022,Verdana,14,2.0,2.0,4.0,1.0,1.5,1.5,True,True,False,True,False,True,True,False,True,True,True,False
Подготовка и предварительная обработка данных предметной области для модели распознавания вариант 549,Артемьев Исай Аверьянович,04.11.2021,Times New Roman,14,2.0,2.0,4.0,1.0,2.0,1.25,False,False,True,True,True,True,False,True,True,False,True,False
Подготовка и предварительная обработка данных предметной области для модели распознавания вариант 550,Гуляев Сильвестр Жоресович,23.05.2023,Times New Roman,14,2.0,2.0,3.0,1.5,0.8,1.25,True,True,False,True,False,False,True,True,True,True,False,False
Подготовка и предварительная обработка данных предметной области для модели распознавания вариант 551,Натан Валерьевич Громов,08.09.2023,Times New Roman,14,2.0,2.0,4.0,1.0,1.5,1.25,False,True,True,True,True,False,False,False,True,True,False,False
Подготовка и предварительная обработка данных предметной области для модели распознавания вариант 552,Цветкова Ксения Анатольевна,20.01.2022,Times New Roman,13,2.0,2.0,3.0,1.5,1.5,1.25,False,True,True,True,True,False,True,False,True,False,False,False
Подготовка и предварительная обработка данных предметной области для модели распознавания вариант 553,Жуков Софрон Демьянович,19.11.2024,Times New Roman,16,1.5,2.0,3.0,1.0,1.5,1.25,False,True,True,True,True,False,True,True,False,True,True,False
Подготовка и предварительная обработка данных предметной области для модели распознавания вариант 554,Лука Иосифович Юдин,26.02.2024,Times New Roman,14,2.0,2.0,3.0,1.0,1.5,1.5,True,True,True,True,True,True,False,True,True,False,True,False
Подготовка и предварительная обработка данных предметной области для модели распознавания вариант 555,Лора Алексеевна Васильева,16.11.2023,Arial,14,1.5,2.0,3.0,1.0,1.5,1.25,True,False,True,True,True,True,True,False,False,True,True,False
Подготовка и предварительная обработка данных предметной области для модели распознавания вариант 556,Родионова Полина Федоровна,31.01.2023,Times New Roman,14,2.5,2.0,3.0,1.0,1.5,1.25,False,False,True,False,False,False,True,False,True,True,True,False
Подготовка и предварительная обработка данных предметной области для модели распознавания вариант 557,Самуил Гурьевич Сидоров,15.11.2022,Times New Roman,12,1.5,1.5,3.0,1.0,1.5,1.25,True,True,True,True,False,True,True,True,True,True,False,False
Подготовка и предварительная обработка данных предметной области для модели распознавания вариант 558,Владимиров Савва Трифонович,23.12.2023,Times New Roman,14,2.0,2.0,3.0,1.0,2.0,1.25,True,True,False,True,True,False,True,True,False,True,True,False
Подготовка и предварительная обработка данных предметной области для модели распознавания вариант 559,Зоя Вадимовна Михеева,08.02.2022,Times New Roman,14,2.0,2.0,3.0,1.0,1.5,1.25,True,True,True,True,False,True,True,True,True,True,True,True
Подготовка и предварительная обработка данных предметной области для модели распознавания вариант 560,Октябрина Альбертовна Веселова,23.06.2022,Times New Roman,14,2.0,2.0,3.0,1.0,1.5,1.25,True,True,True,False,True,True,True,True,True,True,True,True
Подготовка и предварительная обработка данных предметной области для модели распознавания вариант 561,Аверкий Матвеевич Горбунов,25.07.2021,Verdana,14,2.0,2.0,3.0,1.0,1.5,1.25,True,True,False,True,True,True,False,True,False,True,True,False
Подготовка и предварительная обработка данных предметной области для модели распознавания вариант 562,Кириллова Валентина Харитоновна,13.10.2021,Times New Roman,14,2.0,2.0,3.0,1.0,1.5,1.25,True,True,True,False,True,True,True,True,False,False,True,False
Подготовка и предварительная обработка данных предметной области для модели распознавания вариант 563,Валентина Алексеевна Мамонтова,06.06.2023,Verdana,12,2.0,2.0,3.0,1.0,1.5,1.0,True,True,True,True,False,True,True,True,True,True,False,False
